Epoch,Train Loss,Val Loss
1,13.993593101501466,12.907963501779657
2,12.311746330261231,11.927755355834961
3,11.30867743174235,10.969645901730185
4,10.383902333577474,10.109427251313862
5,9.584582761128743,9.408418354235197
6,8.947996298472086,8.89278278852764
7,8.505119775136311,8.546506429973402
8,8.226053810119629,8.344597716080514
9,8.070113175710043,8.253166524987472
10,8.009711558024089,8.229671377884713
11,7.996147905985515,8.229671377884713
12,7.987042808532715,8.206271347246672
13,7.922475318908692,8.116400543012118
14,7.78411475499471,7.92671359212775
15,7.521328735351562,7.621963827233565
16,7.147799739837646,7.210460512261641
17,6.690410594940186,6.7356037089699194
18,6.170245513916016,6.237178626813386
19,5.664136292139689,5.76581355145103
20,5.19586072921753,5.315207355900815
21,4.540568669637044,4.407960778788516
22,3.9692385959625245,4.290342506609465
23,3.560854485829671,3.595000517995734
24,3.27578324953715,3.3567858369726884
25,3.1028023306528727,3.2770828824294242
26,3.0200609985987343,3.076360727611341
27,2.9083158779144287,3.035824261213604
28,2.853189641634623,2.9641788256795785
29,2.8188590097427366,2.9727302475979456
30,2.8169836521148683,2.9564349525853206
31,2.8066308085123697,2.9564349525853206
32,2.8020582755406696,2.9521159372831645
33,2.7953745206197103,2.9248181393271997
34,2.7613130394617715,2.864546167223077
35,2.7217434072494506,2.7943297185395894
36,2.6272027699152627,2.6602819844296106
37,2.542157293955485,2.5119480961247493
38,2.374503814379374,2.602189258525246
39,2.2630127096176147,2.2128744501816597
40,2.110389839808146,2.0531173379797685
41,2.173104559580485,2.053788084732859
42,2.087596042950948,2.036724222333808
43,1.9120259221394857,2.001099887647127
44,1.876972141265869,1.8323548247939663
45,1.8151174020767211,1.8859770988163196
46,1.7150043360392253,1.9381280886499506
47,1.6634915240605672,1.730119382080279
48,1.6455510091781616,1.7169290937875445
49,1.6060056138038634,1.7758244652497142
50,1.6163478954633077,1.7157860806113796
51,1.5992100755373637,1.7157860806113796
52,1.5929014778137207,1.7001243170938993
53,1.5983034865061443,1.7686174856989008
54,1.6095477112134298,1.6936930668981451
55,1.5814676594734192,1.6381746310936778
56,1.584767993291219,1.640044224889655
57,1.5564110215504965,1.818670197537071
58,1.5716381096839904,1.5182072802593833
59,1.5255576546986898,1.6568877195057117
60,1.4809100834528606,1.6285793530313593
61,1.4624919366836548,1.7350602777380693
62,1.3907449102401734,1.3292520516797115
63,1.3476211325327556,1.4450714023489701
64,1.2772800652186076,1.2136642713295787
65,1.1762437828381855,1.134323189133092
66,1.0806609559059144,1.2543501728459407
67,0.9974817796548208,0.9382223643754658
68,0.9615024590492248,1.0899037718772888
69,0.913049598534902,1.0854201128608303
70,0.8715411100784938,0.9138362156717401
71,0.8704236618677775,0.9138362156717401
72,0.8905875325202942,0.8751796546735262
73,0.8926222582658132,0.9043487812343397
74,0.9206150364875794,0.948387651067031
75,0.8889191583792369,0.8979304134845734
76,0.913244009812673,0.7335920177007976
77,0.8639309759934743,0.8290339127967232
78,0.9357504260540008,0.9313184273870367
79,0.8245043806234995,0.6986946887091586
80,0.831224723259608,0.5698506361559817
81,0.8141901242733002,0.8629929172365289
82,0.7682557388146718,0.5578895603355608
83,0.7268028279145559,1.9407363188894171
84,0.8137119837601979,0.5704188080210435
85,0.5671401047706603,0.43500791568505137
86,0.5774535425504048,0.5931846970006039
87,0.48007736484209695,0.5689687603398373
88,0.458525964419047,0.4514367439244923
89,0.4277888762950897,0.331387418665384
90,0.41092741827170054,0.35613517620061574
91,0.41558114091555276,0.35613517620061574
92,0.42460202594598134,0.33859336219335856
93,0.42677204112211864,0.3462921263355958
94,0.45557186563809715,0.5362113769117155
95,0.45099040508270266,0.48210809732738297
96,0.5464054888486862,0.30784118253933757
97,0.48776765882968903,0.3401742342271303
98,0.5319987318913142,0.5562021951926382
99,0.48342157860596974,0.4186999123347433
100,0.7140815101067225,0.36842915102055196
101,0.5796099642912547,0.4705403015801781
102,0.5993814512093862,0.36838583648204803
103,0.42215554396311444,0.24998475532782705
104,0.4462536420424779,0.39076519483014155
105,0.3834980563322703,0.21701426215861974
106,0.36560163418451946,0.1701764052635745
107,0.32520321518182754,0.23622739236605794
108,0.2971735010544459,0.2316857011694657
109,0.27926259795824687,0.3478153536194249
110,0.27198215931653974,0.1932291278713628
111,0.2643968545397123,0.1932291278713628
112,0.2803039620320002,0.18600041183986163
113,0.2725521938006083,0.26708336723478215
114,0.3063407740990321,0.2730300708820945
115,0.3352301905552546,0.21124912249414543
116,0.39517115692297616,0.18916019836538717
117,0.3868572441736857,0.22016873289095729
118,0.33913412789503733,0.3498270778279555
119,0.40652021249135334,0.19053217102038233
120,0.42307008266448975,0.4004949080316644
121,0.38772128681341805,0.4846929735259006
122,0.3386274814605713,0.4517329099931215
123,0.37744943300882977,0.5286856246621985
124,0.35382565975189206,0.16857370891069112
125,0.2967502599954605,0.4186411068627709
126,0.25221954196691515,0.1608931602616059
127,0.2601386766632398,0.123821249525798
128,0.2230009878675143,0.12067854326022298
129,0.2111202546954155,0.10026260445776738
130,0.20796063284079233,0.14502187230085073
131,0.1982275269428889,0.14502187230085073
132,0.19378999630610147,0.1489182577321404
133,0.20851443032423655,0.08883394408775003
